BASKETID,BASKETTYPE,latitude,longitude,STREETNAME1,STREETNAME2,SECTION
30910055,R,40.6661269599,-73.9510714762,NOSTRAND AV,CROWN ST,BKN091
30230062,S,40.6864044295,-73.9672833056,CLINTON AV,GREENE AV,BKN023
31220054,S,40.6299049736,-73.9869027995,16 AV,51 ST,BKS122
30820107,R,40.672678499,-73.9504166142,NOSTRAND AV,STERLING PL,BKN082
30210058,H,40.6919770303,-73.9842126431,WILLOUGHBY ST,DUFFIELD ST,BKN021
31510027,S,40.5987570504,-73.9555845497,AV U,E 16 ST,BKS151
30230126,C,40.6832182863,-73.9740121072,ATLANTIC AVE,S PORTLAND AV,BKN023
30610058,R,40.6796894789,-73.9974140204,COURT ST,2 PL,BKS061
30740001,S,40.6436934508,-74.0158257857,4 AV,55 ST,BKS074
31020105,H,40.6297451169,-74.0228093869,BAY RIDGE PKWY,5 AV,BKS102
30210009,S,40.6927270575,-73.9911286735,COURT ST,JORALEMON ST,BKN021
31710027,S,40.6618933186,-73.9273377072,RUTLAND RD,E 92 ST,BKN171
30320056,R,40.6815171361,-73.9583501364,FULTON ST,CLASSON AV,BKN032
31710048,S,40.6643567267,-73.9240330561,ROCKAWAY PKWY,RUTLAND RD,BKN171
31260021,S,40.6258291183,-73.9758017512,MC DONALD AV,AV I,BKS126
30430007,S,40.695140698,-73.9115822222,KNICKERBOCKER AV,PUTNAM AV,BKN043
31030104,S,40.6152795357,-74.0345847994,3 AV,MARINE AV,BKS103
30820151,H,40.6750502346,-73.9446003972,ST MARKS AVENUE,BROOKLYN AV,BKN082
30920116,S,40.6603929365,-73.9608428207,Street Name TBD,,BKN092
30720094,S,40.64793278,-74.0070454451,5 AV,45 ST,BKS072
30640054,R,40.6731709886,-73.9826886671,5 AV,2 ST,BKS064
31620001,H,40.6640645672,-73.9215501664,E 98 ST,BLAKE AV,BKN162
31160026,S,40.6052968026,-73.9799626398,KINGS HWY,W 7 ST,BKS116
30710009,S,40.6486598925,-73.9782524256,FT HAMILTON PKWY,E 3 ST,BKS071
31440038,S,40.6360562232,-73.9586046652,OCEAN AV,FOSTER AV,BKS144
31550044,D,40.5891278385,-73.9653902074,AV Y,OCEAN PKWY,BKS155
30610044,S,40.6760037364,-74.0141371199,VAN BRUNT ST,COFFEY ST,BKS061
31260047,D,40.6194982057,-73.9696986021,OCEAN PKWY,AV L,BKS126
31120006,S,40.6106301875,-73.9917280364,BAY RIDGE PKWY,20 AV,BKS112
31040117,E,40.6167367039,-74.0180815375,86 ST,11 AV,BKS104
30910081,H,40.6690184898,-73.9424360308,KINGSTON AV,EASTERN PKWY,BKN091
30320038,R,40.6889836284,-73.9510578545,NOSTRAND AV,CLIFTON PL,BKN032
30330003,R,40.6844607077,-73.9380879869,MARCUS GARVEY BLVD,JEFFERSON AV,BKN033
30110055,S,40.7205729498,-73.955016108,N 12 ST,BEDFORD AV,BKN011
30520058,R,40.6786945364,-73.8678716608,LIBERTY AV,LINCOLN AV,BKN052
30510122,S,40.6757858121,-73.8862997734,LIBERTY AV,WARWICK ST,BKN051
31710044,S,40.6614702003,-73.9285209372,RUTLAND RD,E 91 ST,BKN171
31320190,H,40.5773776411,-73.9818433231,Street Name TBD,,BKS132
31730100,S,40.6515357211,-73.9305938266,UTICA AV,CHURCH AV,BKN173
30150034,H,40.7019836545,-73.9420996273,Street Name TBD,,BKN015
31220004,R,40.6361182284,-73.9911826419,13 AVE,47 ST,BKS122
30220048,S,40.6847746218,-73.9837316966,DEAN ST,NEVINS ST,BKN022
30320168,D,40.6902329747,-73.9493779998,Street Name TBD,,BKN032
31410111,D,40.6513742555,-73.9651963515,Street Name TBD,,BKS141
30630094,S,40.6822690957,-73.9794432617,4 AV,BERGEN ST,BKS063
30150027,S,40.7050213828,-73.9426373716,GRAHAM AV,MC KIBBIN ST,BKN015
31610134,S,40.6611254167,-73.9087824373,ROCKAWAY AV,RIVERDALE AV,BKN161
30230073,H,40.6820496558,-73.9594177695,FULTON ST,IRVING PL,BKN023
30650009,S,40.6650707357,-73.9833201086,7 AV,12 ST,BKS065
31030030,S,40.617987066,-74.0330572572,3 AV,94 ST,BKS103
31410083,S,40.6463344139,-73.9578813073,FLATBUSH AV,,BKS141
30210275,H,40.6936537661,-73.9794322815,NAVY ST,MYRTLE AV,BKN021
31030097,R,40.622389073,-74.0280539127,Street Name TBD,4 AV,BKS103
31740028,S,40.6445048032,-73.9490441059,NOSTRAND AV,CORTELYOU RD,BKN174
30310002,R,40.6955737714,-73.9330843386,BROADWAY,WILLOUGHBY AV,BKN031
30640016,S,40.6740103154,-73.9759804571,7 AV,PRESIDENT ST,BKS064
30240032,S,40.6932694697,-73.968646489,MYRTLE AV,CLINTON AV,BKN024
30650082,S,40.6697522468,-73.9894939431,4 AV,10 ST,BKS065
31020074,H,40.626968462,-74.0234390442,5 AV,78 ST,BKS102
31550031,S,40.5976240736,-73.9658704503,AV U,OCEAN PKWY,BKS155
30720016,S,40.6615823512,-73.9964717024,4 AV,23 ST,BKS072
30630109,S,40.6730492724,-73.9713794931,Street Name TBD,,BKS063
30140062,R,40.7070504219,-73.9543551906,HOOPER ST,DIVISION AV,BKN014
30420140,R,40.7030587849,-73.9171049424,WYCKOFF AV,HIMROD ST,BKN042
31140036,D,40.6022702565,-74.0116570151,Street Name TBD,,BKS114
31020132,D,40.6280225115,-74.0402612191,Street Name TBD,,BKS102
30930036,S,40.656611385,-73.9599072011,FLATBUSH AV,WINTHROP ST,BKN093
30810143,S,40.6783550263,-73.9640684363,WASHINGTON AV,BERGEN ST,BKN081
30650029,R,40.6676623131,-73.9811342434,7 AVE,8 ST,BKS065
30820086,R,40.6706304543,-73.9505614334,NOSTRAND AV,LINCOLN PL,BKN082
30220174,C,40.689759267,-73.9921039921,ATLANTIC AV,COURT ST,BKN022
31410127,D,40.6497512907,-73.9681326375,Street Name TBD,,BKS141
30210250,C,40.6925524902,-73.9901101034,Street Name TBD,,BKN021
31750036,S,40.6414401864,-73.937789416,ALBANY AV,AV D,BKN175
31620174,R,40.6683358635,-73.9173851705,Street Name TBD,,BKN162
31240080,S,40.6299438932,-73.9863910736,16 AV,51 ST,BKS124
30630040,R,40.6778255085,-73.9797275439,5 AV,DE GRAW ST,BKS063
30920128,D,40.66119254,-73.9631844319,Street Name TBD,,BKN092
30410108,R,40.7017060037,-73.9231328677,KNICKERBOCKER AV,HART ST,BKN041
31430051,S,40.6187253433,-73.9548102697,OCEAN AV,AV M,BKS143
30410096,R,40.6948664186,-73.931138101,BROADWAY,LAWTON ST,BKN041
31730092,S,40.6522503299,-73.9253919484,CHURCH AV,E 55 ST,BKN173
31510140,D,40.6070858981,-73.9670390058,QUENTIN RD,OCEAN PKWY,BKS151
30240130,S,40.6930890167,-73.9730127666,MYRTLE AV,CARLTON AV,BKN024
30830022,R,40.6716230857,-73.9310387184,UTICA AV,STERLING PL,BKN083
31030081,S,40.6181023422,-74.0300433168,4 AV,92 ST,BKS103
30830105,S,40.6767075786,-73.9302039652,UTICA AV,PACIFIC ST,BKN083
30630089,S,40.6773585797,-73.9728179849,FLATBUSH AV,PARK PL,BKS063
30630122,D,40.6739682538,-73.9708892229,Street Name TBD,,BKS063
31530068,S,40.5785540637,-73.9383208998,ORIENTAL BLVD,OXFORD ST,BKS153
31510120,S,40.6084625521,-73.9574311283,Street Name TBD,,BKS151
31020024,S,40.6242331363,-74.0309400504,3 AV,85 ST,BKS102
31840008,H,40.6105596005,-73.9206540629,Street Name TBD,,BKS184
30420155,R,40.7022325061,-73.9156234979,WYCKOFF AV,GREENE AV,BKN042
30920105,R,40.6651783378,-73.9506718858,MONTGOMERY ST,NOSTRAND AV,BKN092
31040097,S,40.6203449039,-74.0071606615,BAY RIDGE PKWY,13 AV,BKS104
31230062,R,40.6385449029,-73.9886617698,13 AVE,43 ST,BKS123
30350039,R,40.6916752729,-73.9276434343,PATCHEN AV,VAN BUREN ST,BKN035
30650119,D,40.6633004857,-73.9774100304,Street Name TBD,,BKS065
30110007,R,40.7317354788,-73.9547204427,MANHATTAN AVE,JAVA ST,BKN011
30240096,S,40.6964256269,-73.9756482023,PARK AVE,N OXFORD ST,BKN024
30120034,R,40.7174363018,-73.9583332744,N 6 ST,BEDFORD AV,BKN012
30830170,R,40.6704061778,-73.9311850575,ST JOHNS PLACE,UTICA AV,BKN083
31620024,H,40.6691842377,-73.9127202755,PITKIN AV,BRISTOL ST,BKN162
30310079,R,40.6958380934,-73.9465858411,MYRTLE AV,TOMPKINS AV,BKN031
30220206,C,40.6898080784,-73.9836496696,Street Name TBD,,BKN022
31320213,R,40.5790307527,-73.982145433,NEPTUNE AV,STILLWELL AV,BKS132
31150060,S,40.6016447877,-73.9935679257,86 ST,BAY PKWY,BKS115
31440065,S,40.6152995168,-73.9635852034,CONEY ISLAND AV,AV N,BKS144
31870055,S,40.6075755852,-73.9213165266,HENDRICKSON ST,AV V,BKS187
30620017,S,40.6815874926,-73.9941433302,SMITH ST,UNION ST,BKS062
30610005,R,40.6759223945,-73.9973931364,SMITH ST,NELSON ST,BKS061
31550020,H,40.5972198798,-73.9693881712,AV U,E 2 ST,BKS155
30650004,S,40.6640513708,-73.9841442061,7 AV,14 ST,BKS065
30810115,R,40.6717129498,-73.957777949,FRANKLIN AV,LINCOLN PL,BKN081
31150042,S,40.5954128158,-74.000226471,BAY PKWY,SHORE PKWY,BKS115
31210018,S,40.6362940603,-74.0004898097,FT HAMILTON PKWY,53 ST,BKS121
30210155,H,40.6943311278,-73.9869918149,Street Name TBD,,BKN021
30930092,D,40.6595906806,-73.9445842694,Street Name TBD,,BKN093
31750008,R,40.6397935249,-73.9485670357,NOSTRAND AV,NEWKIRK AV,BKN175
31850033,S,40.6316829352,-73.9188892366,RALPH AV,FLATLANDS AV,BKS185
30210115,H,40.6947462481,-73.9909262587,CADMAN PLZ W,PIERREPONT ST,BKN021
31510021,S,40.6065751737,-73.9647746696,KINGS HWY,E 8 ST,BKS151
31510046,S,40.5987021017,-73.9590627925,AV U,HOMECREST AV,BKS151
31720028,S,40.6511216831,-73.9458619188,CHURCH AV,E 34 ST,BKN172
31040014,S,40.6179804797,-74.010083658,13 AV,79 ST,BKS104
30510094,H,40.6784269951,-73.8897748493,FULTON ST,SCHENCK AV,BKN051
31430029,H,40.6332432933,-73.9479142221,FLATBUSH AV,NOSTRAND AV,BKS143
30730015,S,40.6451162853,-74.0100174143,5 AV,50 ST,BKS073
31710080,H,40.65897127,-73.9231562938,CLARKSON AV,E 93 ST,BKN171
31520058,H,40.6100738105,-73.9548064876,KINGS HWY,E 19 ST,BKS152
30910057,R,40.667955106,-73.931407883,UTICA AV,UNION ST,BKN091
31710071,S,40.655667647,-73.9152048724,CHURCH AV,E 96 ST,BKN171
31850014,R,40.619277581,-73.9242579711,AV N,E 53 ST,BKS185
30130057,R,40.7252251495,-73.9513874059,NORMAN AV,MANHATTAN AV,BKN013
31520008,S,40.600029028,-73.9439475724,AV U,E 28 ST,BKS152
30730006,S,40.6428087473,-74.0022469038,8 AV,47 ST,BKS073
31720030,S,40.6510599095,-73.9465784796,NEW YORK AV,CHURCH AV,BKN172
31010034,S,40.6336752014,-74.0270613953,3 AV,72 ST,BKS101
30120080,R,40.718353686,-73.9573408719,N 8 ST,BEDFORD AV,BKN012
30120112,H,40.7206549877,-73.9610879396,KENT AV,N 8 ST,BKN012
31620184,D,40.6676697589,-73.9079712787,Street Name TBD,,BKN162
31540014,S,40.5896869218,-73.9400848085,AV Z,NOSTRAND AV,BKS154
30310056,R,40.6908465967,-73.9571030232,DEKALB AVENUE,FRANKLIN AV,BKN031
31210084,S,40.6353035195,-74.0019223681,FT HAMILTON PKWY,55 ST,BKS121
30810149,R,40.6709906883,-73.9580129432,FRANKLIN AV,EASTERN PKWY,BKN081
30810026,S,40.6787043444,-73.9655958587,BERGEN ST,UNDERHILL AV,BKN081
30150073,S,40.7009087117,-73.9419196895,BROADWAY,FLUSHING AV,BKN015
30810217,D,40.6744791887,-73.9690898181,Street Name TBD,,BKN081
31210008,S,40.6314483038,-73.9956549617,13 AVE,55 ST,BKS121
30210300,H,40.70129594,-73.9894792884,Street Name TBD,,BKN021
30210202,R,40.698290712,-73.9929581404,HENRY ST,PINEAPPLE ST,BKN021
31250039,S,40.6421124888,-73.9814875865,CHURCH AV,STORY ST,BKS125
31160096,D,40.6082288253,-73.9870050236,BAY PKWY,STILLWELL AV,BKS116
31540025,S,40.5875001489,-73.9391861251,VOORHIES AV,NOSTRAND AV,BKS154
31040025,S,40.6160170251,-74.0121391465,13 AV,83 ST,BKS104
30510132,S,40.6759355096,-73.8966891499,PENNSYLVANIA AV,ATLANTIC AV,BKN051
31550011,S,40.5902448452,-73.9739917291,MC DONALD AV,AV X,BKS155
31740086,R,40.6504981293,-73.9497423486,CHURCH AV,NOSTRAND AV,BKN174
31040078,S,40.629352198,-74.0114412984,FT HAMILTON PKWY,68 ST,BKS104
31730041,S,40.6508851282,-73.9181339059,REMSEN AV,AV A,BKN173
31710012,S,40.657883332,-73.9253330865,REMSEN AV,CLARKSON AV,BKN171
30220161,S,40.689233917,-73.9924460967,COURT ST,PACIFIC ST,BKN022
30140068,S,40.7028003596,-73.9569220998,LEE AV,PENN ST,BKN014
30630093,S,40.6789478231,-73.987347556,UNION ST,NEVINS ST,BKS063
31610079,S,40.6718504728,-73.9114902736,ROCKAWAY AV,E NEW YORK AV,BKN161
31150029,S,40.6040756416,-73.9977801568,86 ST,BAY 25 ST,BKS115
30710062,D,40.6543616847,-73.9728690595,Street Name TBD,,BKS071
30330183,S,40.6837128238,-73.9383921555,MARCUS GARVEY BLVD,HANCOCK ST,BKN033
30650018,S,40.6659031858,-73.9826365375,7 AV,11 ST,BKS065
30230144,H,40.6866657608,-73.978332996,LAFAYETTE AV,ASHLAND PL,BKN023
30820064,H,40.6747466209,-73.9446179095,ST MARKS AVENUE,BROOKLYN AV,BKN082
31030147,D,40.6247679961,-74.0405514009,SHORE RD,87 ST,BKS103
31020125,D,40.6219424273,-74.0224552905,FT HAMILTON PKWY,83 ST,BKS102
30420172,R,40.6953207112,-73.9119283047,KNICKERBOCKER AV,PUTNAM AV,BKN042
30330046,S,40.6873618186,-73.9387053317,MARCUS GARVEY BLVD,GATES AV,BKN033
30350017,S,40.6854637409,-73.9230500562,RALPH AV,HANCOCK ST,BKN035
31840017,H,40.6194003854,-73.9170688289,RALPH AV,AV N,BKS184
31320123,H,40.5780994366,-73.9598803665,CONEY ISLAND AV,BRIGHTON BEACH AV,BKS132
30320109,H,40.6805033414,-73.949120077,Street Name TBD,,BKN032
30910007,S,40.668741069,-73.9503377022,NOSTRAND AV,UNION ST,BKN091
30330176,R,40.6823313063,-73.9464008491,HALSEY ST,MARCY AV,BKN033
30540002,S,40.6623943824,-73.8922222299,NEW LOTS AV,NEW JERSEY AV,BKN054
31730009,H,40.6551485833,-73.930980986,UTICA AV,LENOX RD,BKN173
30520063,S,40.6781125786,-73.8699212609,LIBERTY AV,HEMLOCK ST,BKN052
31130003,S,40.6035580646,-73.9962457855,86 ST,21 AV,BKS113
31620097,R,40.6681407331,-73.9197434325,PITKIN AV,HOWARD AV,BKN162
31750028,R,40.6407559323,-73.9486873465,AV D,NOSTRAND AV,BKN175
30510100,S,40.6783767376,-73.8900292216,FULTON ST,SCHENCK AV,BKN051
30220097,S,40.6857623241,-73.9801448869,3 AV,STATE ST,BKN022
30220224,C,40.68427595,-73.9777457436,FLATBUSH AV,ATLANTIC AV,BKN022
30320043,R,40.6863543246,-73.9543250007,BEDFORD AV,QUINCY ST,BKN032
31510113,S,40.6092534846,-73.9707540282,AV P,E 3 ST,BKS151
31240018,H,40.6248800738,-73.9916472955,60 ST,16 AV,BKS124
30150100,H,40.7055267089,-73.9426995839,Street Name TBD,,BKN015
30340033,R,40.6806691331,-73.9284100593,MALCOLM X BLVD,CHAUNCEY ST,BKN034
31010089,S,40.6362601022,-74.0256285476,3 AV,68 ST,BKS101
31310019,S,40.5867816084,-73.9883007577,28 AV,CROPSEY AVE,BKS131
30640118,R,40.6743967691,-73.9757162011,7 AV,UNION ST,BKS064
30420041,R,40.7013365483,-73.914092879,WYCKOFF AV,MENAHAN ST,BKN042
30120068,C,40.7185638829,-73.9571367697,N 8 ST,BEDFORD AV,BKN012
30710043,R,40.6603606505,-73.9800514656,PROSPECT PARK W,16 ST,BKS071
31140023,S,40.6079506198,-74.0041463036,86 ST,BAY 16 ST,BKS114
30810007,S,40.6777496983,-73.9685909729,VANDERBILT AV,PROSPECT PL,BKN081
30510034,R,40.6774632244,-73.8963711921,FULTON ST,NEW JERSEY AV,BKN051
31160053,H,40.5966109252,-73.977716614,W 6 ST,AV U,BKS116
31830019,H,40.6367279945,-73.8984849639,AV L,E 93 ST,BKS183
30130074,D,40.7234612941,-73.9424784483,DRIGGS AV,MONITOR ST,BKN013
31510036,S,40.6044240212,-73.9689194035,KINGS HWY,E 4 ST,BKS151
31020005,H,40.6271969892,-74.0237660523,5 AV,78 ST,BKS102
30720067,S,40.6643936966,-73.9905237355,5 AV,PROSPECT AV,BKS072
30220240,H,40.6884317173,-73.9891285074,ATLANTIC AV,SMITH ST,BKN022
30620015,S,40.6809214599,-73.9946291849,SMITH ST,PRESIDENT ST,BKS062
30530034,S,40.6714559204,-73.8821457526,SUTTER AV,LINWOOD ST,BKN053
30220084,S,40.6845125896,-73.9810440997,3 AV,PACIFIC ST,BKN022
30810201,D,40.6727115698,-73.9661629361,Street Name TBD,,BKN081
30740013,S,40.6436116394,-74.0121045602,5 AV,53 ST,BKS074
31310001,S,40.5925410934,-73.9779585807,86 ST,W 7 ST,BKS131
30540043,S,40.6554354801,-73.8879605714,WORTMAN AV,PENNSYLVANIA AV,BKN054
31410051,S,40.64842373,-73.9660020288,CHURCH AV,MARLBOROUGH RD,BKS141
31040060,S,40.6239150602,-74.0039165238,13 AV,BAY RIDGE AV,BKS104
31030039,S,40.620146199,-74.032204852,3 AV,91 ST,BKS103
31410081,H,40.6503393929,-73.9559930319,BEDFORD AV,CHURCH AV,BKS141
30350061,H,40.6786862932,-73.9212963427,FULTON ST,RALPH AV,BKN035
30210173,H,40.6886928471,-73.9801380092,FULTON ST,HUDSON AV,BKN021
30350077,S,40.6853149344,-73.9206250625,HOWARD AV,HALSEY ST,BKN035
30720024,S,40.6638283046,-73.9948536197,4 AV,19 ST,BKS072
30820027,R,40.6762046628,-73.9497394175,NOSTRAND AV,BERGEN ST,BKN082
31530032,R,40.5851318505,-73.9515593404,SHEEPSHEAD BAY RD,SHORE PKWY,BKS153
31010022,H,40.6353100089,-74.0200415953,5 AV,67 ST,BKS101
30340080,R,40.6883680229,-73.9299182358,MALCOLM X BLVD,GATES AV,BKN034
31040026,H,40.6161008289,-74.0114777063,13 AV,82 ST,BKS104
30520050,S,40.6779867007,-73.8708363348,LIBERTY AV,CRESCENT ST,BKN052
30910116,D,40.6698993085,-73.9674883373,Street Name TBD,,BKN091
30620026,S,40.6840865936,-73.9924700747,SMITH ST,BUTLER ST,BKS062
31710055,H,40.6636728446,-73.9245842091,RUTLAND RD,E 96 ST,BKN171
30410034,R,40.7036133131,-73.931133664,FLUSHING AV,WILSON AV,BKN041
30210227,C,40.6907465384,-73.9815699488,Street Name TBD,,BKN021
31740103,S,40.6503474993,-73.9525788588,CHURCH AV,ROGERS AV,BKN174
30210257,C,40.6931056548,-73.9885222352,Street Name TBD,,BKN021
30330050,R,40.6902807097,-73.9397088397,MARCUS GARVEY BLVD,VAN BUREN ST,BKN033
31030122,S,40.6133788384,-74.0335021837,4 AV,99 ST,BKS103
30120082,S,40.7089416877,-73.9590004107,BROADWAY,HAVEMEYER ST,BKN012
30330165,S,40.6815984116,-73.9376246244,MARCUS GARVEY BLVD,MAC DONOUGH ST,BKN033
31020056,H,40.6238089863,-74.0251133103,5 AV,83 ST,BKS102
30210255,C,40.6921294787,-73.9883934893,FULTON ST,PEARL ST,BKN021
30620044,S,40.688514747,-73.9930720583,COURT ST,AMITY ST,BKS062
31320186,S,40.5812889766,-73.9621022657,NEPTUNE AV,BRIGHTON 7 ST,BKS132
30810186,D,40.671695548,-73.962306737,EASTERN PKWY,WASHINGTON AV,BKN081
30930061,S,40.6594056026,-73.953214966,ROGERS AV,RUTLAND RD,BKN093
30630075,S,40.6803373327,-73.9807087653,4 AV,BALTIC ST,BKS063
30330096,R,40.6864308312,-73.9472496138,GATES AV,MARCY AV,BKN033
30110030,S,40.7335589238,-73.9549878782,MANHATTAN AVE,GREEN ST,BKN011
30210289,R,40.6932818647,-73.9951526138,JORALEMON ST,HENRY ST,BKN021
30240116,S,40.6896229133,-73.9693329809,VANDERBILT AV,DEKALB AVENUE,BKN024
30640032,S,40.6702550488,-73.9784869852,7 AV,3 ST,BKS064
31870006,R,40.6126161608,-73.9263217728,FLATBUSH AV,AV S,BKS187
30130037,C,40.7239359879,-73.950639095,MANHATTAN AV,NASSAU AV,BKN013
30410140,R,40.7010847819,-73.9394304328,BEAVER ST,FAYETTE ST,BKN041
30510135,H,40.6795975741,-73.8940701406,JAMAICA AV,BRADFORD ST,BKN051
31810036,R,40.6338783679,-73.890114425,ROCKAWAY PKWY,SEAVIEW AV,BKS181
30210132,S,40.6995293536,-73.9921457677,HENRY ST,CRANBERRY ST,BKN021
30110079,R,40.7290325781,-73.9572557342,FRANKLIN ST,MILTON ST,BKN011
30520040,R,40.678956152,-73.8660999377,LIBERTY AV,GRANT AV,BKN052
30530032,S,40.6711677623,-73.8817498706,SUTTER AV,LINWOOD ST,BKN053
30130085,D,40.7190807368,-73.9521315566,UNION AV,BAYARD ST,BKN013
30520041,S,40.6821935126,-73.8776687863,FULTON ST,FORCE TUBE AV,BKN052
30740049,S,40.6395052613,-74.0157868799,5 AV,60 ST,BKS074
30630117,D,40.6749344823,-73.9710756495,FLATBUSH AV,PLAZA ST W,BKS063
31320073,S,40.5750866913,-73.9812840685,STILLWELL AV,BOWERY,BKS132
30730005,S,40.643358061,-74.0016453276,8 AV,46 ST,BKS073
30150116,R,40.7129917336,-73.9439199769,GRAHAM AV,AINSLIE ST,BKN015
30210267,H,40.6911771232,-73.9823449366,FLATBUSH AV EX,FLEET ST,BKN021
31160006,S,40.6043397155,-73.9724361554,MC DONALD AV,KINGS HWY,BKS116
30310103,S,40.6928472803,-73.9398046562,MARCUS GARVEY BLVD,DEKALB AVENUE,BKN031
31710018,H,40.6593775542,-73.9225423891,CLARKSON AV,E 94 ST,BKN171
31510030,S,40.5989804028,-73.9562403363,AV U,E 15 ST,BKS151
31010020,H,40.6349190286,-74.0206129994,5 AV,SENATOR ST,BKS101
30210183,H,40.6936226429,-73.9803096702,Street Name TBD,,BKN021
30420029,S,40.6989219497,-73.9183339709,KNICKERBOCKER AV,MYRTLE AV,BKN042
31140017,S,40.6057115897,-74.0004798116,86 ST,19 AV,BKS114
31320177,S,40.5799852235,-73.9682177023,NEPTUNE AV,OCEAN PKWY,BKS132
30340107,R,40.6802445526,-73.9257435718,PATCHEN AV,MARION ST,BKN034
30640072,S,40.6711760288,-73.9883311099,4 AV,8 ST,BKS064
31610059,S,40.6596472031,-73.9079630917,ROCKAWAY AV,NEWPORT ST,BKN161
30610083,D,40.6769694317,-74.0009215649,CLINTON ST,NELSON ST,BKS061
30640112,S,40.6665967624,-73.9753616707,PROSPECT PARK W,6 ST,BKS064
30330025,R,40.686698021,-73.9447476602,GATES AV,TOMPKINS AV,BKN033
31870024,H,40.6094805865,-73.9320462801,AV S,E 35 ST,BKS187
30310015,R,40.6943202389,-73.9374710031,HART ST,LEWIS AV,BKN031
30610075,S,40.6770775767,-74.0128801245,VAN BRUNT ST,WOLCOTT ST,BKS061
30210288,H,40.7016829117,-73.9884833939,ADAMS ST,YORK ST,BKN021
30240185,H,40.6932734632,-73.9696979225,VANDERBILT AV,MYRTLE AV,BKN024
30110072,R,40.7267587913,-73.9533534177,MESEROLE AV,LORIMER ST,BKN011
31160047,H,40.5967604543,-73.9763865086,AV U,W 5 ST,BKS116
30150042,S,40.7052842298,-73.943036875,GRAHAM AV,MC KIBBIN ST,BKN015
30410054,S,40.7069902735,-73.9238075388,WYCKOFF AV,JEFFERSON ST,BKN041
31410088,S,40.6467658568,-73.9701443623,CHURCH AV,E 10 ST,BKS141
30120108,R,40.7133726552,-73.9657240606,WYTHE AV,S 3 ST,BKN012
31520004,H,40.6006189633,-73.9417143642,NOSTRAND AV,AV U,BKS152
30240021,S,40.6873308821,-73.9744736233,LAFAYETTE AV,S PORTLAND AV,BKN024
31030009,S,40.6215622228,-74.0290493981,4 AV,88 ST,BKS103
31410042,S,40.6546894606,-73.9594309544,FLATBUSH AV,CLARKSON AV,BKS141
30230109,R,40.6835871089,-73.9667835769,FULTON ST,CLINTON AV,BKN023
31220049,S,40.6397279273,-73.9981711709,10 AV,48 ST,BKS122
30340112,R,40.6814601712,-73.9345560023,LEWIS AV,DECATUR ST,BKN034
30720111,S,40.6559654842,-74.0029857403,4 AV,33 ST,BKS072
30220216,C,40.6884088183,-73.9808356481,FLATBUSH AV,NEVINS ST,BKN022
31210052,S,40.6359258293,-74.0009070236,FT HAMILTON PKWY,54 ST,BKS121
30710057,D,40.6558448848,-73.9732918043,Street Name TBD,,BKS071
31040050,S,40.6219629601,-74.0059028585,13 AV,72 ST,BKS104
31610093,S,40.6577591328,-73.9078650153,ROCKAWAY AV,LOTT AV,BKN161
30410009,R,40.7032477414,-73.925879692,KNICKERBOCKER AV,TROUTMAN ST,BKN041
30640013,S,40.672056658,-73.9709345098,PROSPECT PARK W,PRESIDENT ST,BKS064
30230009,S,40.6843410494,-73.9722663934,ATLANTIC COMMONS,CUMBERLAND ST,BKN023
30230121,C,40.6845688399,-73.9776599132,Street Name TBD,,BKN023
31530085,S,40.5778960406,-73.9415964201,Street Name TBD,,BKS153
30540099,S,40.6664211755,-73.8946341499,PENNSYLVANIA AV,DUMONT AV,BKN054
31540007,S,40.5868482808,-73.9180962387,GERRITSEN AV,GERRITSEN AV,BKS154
30350056,R,40.6924656915,-73.9276037868,BROADWAY,LAFAYETTE AV,BKN035
30930100,D,40.6564221099,-73.9624694842,Street Name TBD,,BKN093
30350048,H,40.6828412849,-73.9198148632,HOWARD AV,DECATUR ST,BKN035
30810205,D,40.6721223535,-73.9641176163,Street Name TBD,,BKN081
31550040,D,40.5912573555,-73.9652599237,OCEAN PKWY,AV X,BKS155
31510014,S,40.6066382152,-73.9635317109,KINGS HWY,E 9 ST,BKS151
31530048,S,40.5833259281,-73.9491189512,EMMONS AV,E 19 ST/OCEAN AV,BKS153
30220177,C,40.6901172127,-73.9919323318,COURT ST,STATE ST,BKN022
31620068,S,40.6774933567,-73.9133986375,THOMAS S BOYLAND ST,HERKIMER ST,BKN162
31040076,S,40.6289490631,-74.0114069112,FT HAMILTON PKWY,68 ST,BKS104
31030060,S,40.6192131648,-74.0278967809,5 AV,90 ST,BKS103
31620132,S,40.6626705151,-73.9091177606,ROCKAWAY AV,LIVONIA AV,BKN162
31840042,D,40.6200237747,-73.9008338062,Street Name TBD,,BKS184
30210222,C,40.6893147576,-73.9816557792,Street Name TBD,,BKN021
31440021,S,40.615391515,-73.963175479,CONEY ISLAND AV,AV N,BKS144
30350001,S,40.6824268561,-73.9172552251,SARATOGA AV,BAINBRIDGE ST,BKN035
30810024,S,40.6769098729,-73.9662107702,UNDERHILL AV,PROSPECT PL,BKN081
31750054,S,40.6400015089,-73.9288725151,UTICA AV,FOSTER AV,BKN175
31240041,S,40.6195632623,-73.9829116753,60 ST,20 AV,BKS124
31530088,S,40.5877993857,-73.9544768956,AV Z,E 15 ST,BKS153
31250030,S,40.642899162,-73.97970627,MC DONALD AV,CHURCH AV,BKS125
